System,User,Operation,Object,Date,Day,Time
1,19,1,,20200420,1,102341
1,19,2,,20200420,1,102348
2,13,7,18,20200420,1,102437
1,19,1,,20200420,1,102446
1,6,1,,20200420,1,102636
1,16,3,19,20200420,1,102733
2,15,3,18,20200420,1,102751
1,3,2,,20200420,1,102802
2,18,3,16,20200420,1,103007
1,3,1,,20200420,1,103041
1,19,2,,20200420,1,103049
1,15,7,8,20200420,1,103427
2,15,3,18,20200420,1,103655
1,18,2,,20200420,1,103915
1,17,1,,20200420,1,104012
1,3,3,4,20200420,1,104036
1,12,2,,20200420,1,104041
1,1,4,12,20200420,1,104115
1,2,4,9,20200420,1,104118
1,15,7,8,20200420,1,104143
1,12,1,,20200420,1,104228
2,20,3,16,20200420,1,104344
1,11,11,,20200420,1,104349
1,16,3,11,20200420,1,104430
2,12,4,17,20200420,1,104558
1,15,4,8,20200420,1,104602
1,11,13,,20200420,1,104704
1,17,5,7,20200420,1,104710
1,15,7,8,20200420,1,104712
1,15,4,8,20200420,1,104713
1,11,15,,20200420,1,104726
1,16,7,14,20200420,1,104755
1,11,12,,20200420,1,104921
1,19,1,,20200420,1,105009
1,18,1,,20200420,1,105022
2,12,7,17,20200420,1,105034
1,16,2,,20200420,1,105039
1,19,2,,20200420,1,105051
1,12,4,1,20200420,1,105238
1,19,1,,20200420,1,105326
1,10,15,,20200420,1,105349
1,11,13,,20200420,1,105353
1,19,2,,20200420,1,105412
2,21,3,18,20200420,1,105513
1,12,8,7,20200420,1,105635
1,15,8,8,20200420,1,105700
1,13,2,,20200420,1,105708
1,12,7,6,20200420,1,105742
1,12,8,5,20200420,1,105821
1,14,4,19,20200420,1,110027
1,5,3,3,20200420,1,110108
1,16,1,,20200420,1,110116
1,3,3,10,20200420,1,110144
1,22,2,,20200420,1,110146
1,15,7,8,20200420,1,110157
1,4,2,,20200420,1,110221
2,14,4,18,20200420,1,110235
1,19,1,,20200420,1,110316
1,13,1,,20200420,1,110549
2,19,3,16,20200420,1,110737
1,12,3,5,20200420,1,110808
1,21,2,,20200420,1,110812
1,16,8,13,20200420,1,110910
1,22,1,,20200420,1,111009
1,16,4,14,20200420,1,111023
1,19,2,,20200420,1,111049
1,19,1,,20200420,1,111428
1,17,2,,20200420,1,111541
1,17,1,,20200420,1,111613
1,16,7,12,20200420,1,111723
1,15,8,8,20200420,1,111859
2,18,4,15,20200420,1,111932
2,20,3,17,20200420,1,111938
1,2,8,9,20200420,1,112025
1,11,11,,20200420,1,112227
1,10,11,,20200420,1,112447
2,20,8,18,20200420,1,112849
2,20,4,18,20200420,1,112955
1,14,4,11,20200420,1,113040
2,18,3,16,20200420,1,113234
2,20,4,18,20200420,1,113315
2,18,4,16,20200420,1,113326
1,16,2,,20200420,1,113442
1,11,2,,20200420,1,113541
1,16,1,,20200420,1,113739
1,17,5,8,20200420,1,113827
1,16,7,14,20200420,1,114031
1,11,1,,20200420,1,114052
1,11,2,,20200420,1,114349
1,11,1,,20200420,1,114444
1,17,2,,20200420,1,114458
1,15,8,8,20200420,1,114549
1,21,1,,20200420,1,114741
1,7,2,,20200420,1,114811
1,6,3,4,20200420,1,114811
1,12,8,6,20200420,1,114821
1,11,13,,20200420,1,114935
1,11,2,,20200420,1,115006
1,4,1,,20200420,1,115018
2,18,8,16,20200420,1,115036
1,13,2,,20200420,1,115213
1,9,3,4,20200420,1,115223
1,14,8,11,20200420,1,115301
1,3,8,3,20200420,1,115301
1,12,4,2,20200420,1,115320
1,19,2,,20200420,1,115702
1,19,1,,20200420,1,115716
1,19,2,,20200420,1,120022
1,19,1,,20200420,1,120107
1,1,3,10,20200420,1,120158
1,17,1,,20200420,1,120206
1,10,13,,20200420,1,120321
2,22,4,15,20200420,1,120347
2,14,8,18,20200420,1,120632
1,17,2,,20200420,1,120653
2,20,3,17,20200420,1,120743
2,20,4,18,20200420,1,120917
1,10,11,,20200420,1,121034
2,21,3,18,20200420,1,121050
1,12,7,2,20200420,1,121132
2,18,8,16,20200420,1,121136
1,14,8,19,20200420,1,121141
1,14,2,,20200420,1,121238
1,12,3,1,20200420,1,121243
1,19,2,,20200420,1,121340
1,21,2,,20200420,1,121430
2,22,3,15,20200420,1,121446
1,16,7,14,20200420,1,121707
1,2,4,9,20200420,1,121742
1,16,3,10,20200420,1,121831
1,12,7,2,20200420,1,122049
1,15,4,8,20200420,1,122453
1,15,3,8,20200420,1,122636
1,19,1,,20200420,1,122835
1,5,2,,20200420,1,122856
1,11,1,,20200420,1,122956
1,3,4,12,20200420,1,123004
1,15,7,8,20200420,1,123039
1,4,2,,20200420,1,123057
2,20,8,18,20200420,1,123118
1,19,2,,20200420,1,123205
2,20,7,18,20200420,1,123228
2,15,3,18,20200420,1,123309
1,1,2,,20200420,1,123343
1,12,2,,20200420,1,123404
1,11,13,,20200420,1,123426
1,11,11,,20200420,1,123533
1,17,1,,20200420,1,123600
1,11,2,,20200420,1,123715
1,12,1,,20200420,1,123733
2,18,3,16,20200420,1,123738
1,17,2,,20200420,1,123804
1,19,1,,20200420,1,123820
2,18,4,16,20200420,1,123853
1,11,1,,20200420,1,124002
1,4,1,,20200420,1,124025
1,1,1,,20200420,1,124046
1,7,1,,20200420,1,124059
2,22,4,15,20200420,1,124135
2,20,8,18,20200420,1,124157
1,14,1,,20200420,1,124240
2,19,3,17,20200420,1,124310
1,11,13,,20200420,1,124435
1,19,3,19,20200420,1,124551
1,20,2,,20200420,1,124625
2,19,3,18,20200420,1,124635
2,19,3,18,20200420,1,124700
1,16,3,3,20200420,1,124706
1,17,1,,20200420,1,124740
1,16,8,12,20200420,1,124811
1,18,2,,20200420,1,124812
1,1,4,12,20200420,1,124853
1,15,8,8,20200420,1,124925
1,20,1,,20200420,1,124933
1,16,7,14,20200420,1,124949
2,14,3,18,20200420,1,125019
1,17,5,2,20200420,1,125027
2,22,4,15,20200420,1,125118
1,19,2,,20200420,1,125156
1,15,8,8,20200420,1,125158
1,10,2,,20200420,1,125229
1,15,2,,20200420,1,125239
1,18,1,,20200420,1,125346
2,18,7,15,20200420,1,125409
1,1,4,11,20200420,1,125436
1,16,7,14,20200420,1,125638
1,19,1,,20200420,1,125704
2,20,7,18,20200420,1,125751
1,11,14,,20200420,1,125832
1,10,1,,20200420,1,125847
1,19,3,19,20200420,1,130011
1,13,1,,20200420,1,130026
1,10,15,,20200420,1,130409
1,21,1,,20200420,1,130429
1,17,2,,20200420,1,130526
1,12,4,1,20200420,1,130606
1,2,7,4,20200420,1,131136
2,13,4,18,20200420,1,131223
1,12,8,5,20200420,1,131230
1,12,3,7,20200420,1,131349
1,7,2,,20200420,1,131424
1,17,1,,20200420,1,131448
1,17,5,5,20200420,1,131546
2,20,4,18,20200420,1,131638
1,15,1,,20200420,1,131733
1,13,2,,20200420,1,131752
1,12,7,7,20200420,1,131754
1,3,8,4,20200420,1,131907
2,18,7,15,20200420,1,131956
1,3,3,1,20200420,1,132212
1,16,4,13,20200420,1,132224
1,6,2,,20200420,1,132236
1,9,3,4,20200420,1,132332
1,10,13,,20200420,1,132337
2,12,3,17,20200420,1,132342
2,20,7,18,20200420,1,132402
1,15,7,8,20200420,1,132402
2,18,7,15,20200420,1,132438
1,4,3,3,20200420,1,132517
1,8,2,,20200420,1,132550
1,16,3,19,20200420,1,132635
2,12,8,17,20200420,1,132727
1,17,5,12,20200420,1,132754
1,22,2,,20200420,1,132831
1,14,3,19,20200420,1,132842
1,3,3,5,20200420,1,132917
2,18,8,15,20200420,1,132921
2,19,3,17,20200420,1,132959
1,16,7,12,20200420,1,133013
1,16,2,,20200420,1,133100
1,15,2,,20200420,1,133117
2,14,7,18,20200420,1,133400
1,5,1,,20200420,1,133436
1,16,1,,20200420,1,133444
1,19,3,19,20200420,1,133453
1,15,1,,20200420,1,133621
2,20,8,18,20200420,1,133625
1,13,1,,20200420,1,133700
2,13,3,18,20200420,1,133708
1,18,2,,20200420,1,133714
1,12,2,,20200420,1,133721
1,1,3,1,20200420,1,133815
2,15,3,18,20200420,1,133836
1,13,8,11,20200420,1,133953
1,7,1,,20200420,1,133959
1,12,1,,20200420,1,134005
1,17,2,,20200420,1,134206
2,13,3,18,20200420,1,134604
1,21,2,,20200420,1,134608
1,10,15,,20200420,1,134650
1,15,8,8,20200420,1,135047
1,11,14,,20200420,1,135124
1,16,3,8,20200420,1,135220
1,12,2,,20200420,1,135247
1,16,4,13,20200420,1,135323
1,18,1,,20200420,1,135342
1,17,1,,20200420,1,135434
2,14,3,17,20200420,1,135506
2,15,3,18,20200420,1,135720
1,17,5,19,20200420,1,135726
1,19,2,,20200420,1,135802
2,15,3,18,20200420,1,135859
1,19,1,,20200420,1,140000
1,7,2,,20200420,1,140009
2,20,7,18,20200420,1,140011
1,17,2,,20200420,1,140021
1,12,1,,20200420,1,140030
2,19,3,18,20200420,1,140144
1,11,12,,20200420,1,140229
1,1,7,4,20200420,1,140415
1,12,8,6,20200420,1,140423
1,15,2,,20200420,1,140458
1,22,1,,20200420,1,140544
1,16,7,14,20200420,1,140637
2,18,4,15,20200420,1,140720
1,22,2,,20200420,1,140754
1,18,2,,20200420,1,140830
1,19,3,19,20200420,1,140850
1,4,2,,20200420,1,140926
1,11,14,,20200420,1,141109
1,17,1,,20200420,1,141129
1,15,1,,20200420,1,141201
1,2,8,9,20200420,1,141245
1,11,13,,20200420,1,141417
1,1,7,9,20200420,1,141458
1,10,12,,20200420,1,141521
1,21,1,,20200420,1,141550
1,17,2,,20200420,1,141634
2,14,3,16,20200420,1,141639
1,3,2,,20200420,1,141700
1,21,2,,20200420,1,141720
1,17,1,,20200420,1,141910
2,19,3,18,20200420,1,141950
2,17,5,16,20200420,1,141952
1,11,12,,20200420,1,142031
2,20,7,18,20200420,1,142059
1,21,1,,20200420,1,142108
1,22,1,,20200420,1,142235
2,14,4,18,20200420,1,142243
1,15,3,8,20200420,1,142301
2,14,4,18,20200420,1,142401
1,12,4,1,20200420,1,142434
1,14,2,,20200420,1,142530
2,20,7,18,20200420,1,142557
1,4,1,,20200420,1,142755
1,12,4,1,20200420,1,142851
1,15,8,8,20200420,1,142919
1,17,5,14,20200420,1,142941
2,19,3,16,20200420,1,143002
1,16,7,13,20200420,1,143011
2,12,3,17,20200420,1,143021
1,12,7,5,20200420,1,143027
1,11,12,,20200420,1,143300
1,11,11,,20200420,1,143356
2,21,3,15,20200420,1,143507
1,15,4,8,20200420,1,143529
2,22,4,15,20200420,1,143639
1,15,4,8,20200420,1,143654
1,3,1,,20200420,1,143735
1,18,1,,20200420,1,143835
1,17,2,,20200420,1,143932
1,16,4,14,20200420,1,144151
1,10,2,,20200420,1,144249
1,2,8,4,20200420,1,144250
1,3,4,12,20200420,1,144345
1,14,1,,20200420,1,144419
1,19,2,,20200420,1,144553
2,20,4,18,20200420,1,144657
1,15,8,8,20200420,1,144714
1,7,1,,20200420,1,144755
1,19,1,,20200420,1,144937
2,22,4,15,20200420,1,145112
1,19,2,,20200420,1,145134
1,17,1,,20200420,1,145158
1,19,1,,20200420,1,145238
1,19,2,,20200420,1,145327
2,22,3,18,20200420,1,145333
1,16,7,12,20200420,1,145442
2,18,4,16,20200420,1,145505
1,19,1,,20200420,1,145820
1,20,2,,20200420,1,145831
1,16,8,10,20200420,1,145909
1,12,2,,20200420,1,145913
1,12,1,,20200420,1,150122
1,14,7,19,20200420,1,150138
2,21,4,15,20200420,1,150223
1,2,8,3,20200420,1,150236
2,18,4,16,20200420,1,150242
1,8,1,,20200420,1,150342
2,22,4,15,20200420,1,150348
1,10,1,,20200420,1,150400
1,20,1,,20200420,1,150514
1,14,8,11,20200420,1,150516
1,10,13,,20200420,1,150533
1,15,7,8,20200420,1,150559
1,2,3,2,20200420,1,150627
1,10,13,,20200420,1,151003
1,10,15,,20200420,1,151145
1,11,15,,20200420,1,151347
1,1,3,3,20200420,1,151356
1,17,5,7,20200420,1,151408
2,22,4,15,20200420,1,151409
2,13,3,17,20200420,1,151451
1,12,2,,20200420,1,151627
1,17,5,3,20200420,1,151642
2,20,8,18,20200420,1,151705
2,18,3,16,20200420,1,151728
1,16,8,10,20200420,1,151745
1,4,3,4,20200420,1,151756
2,19,3,18,20200420,1,151916
1,16,2,,20200420,1,152103
1,9,3,3,20200420,1,152119
1,15,8,8,20200420,1,152225
1,21,2,,20200420,1,152245
1,19,3,19,20200420,1,152410
1,17,5,3,20200420,1,152432
1,13,8,19,20200420,1,152450
1,8,3,3,20200420,1,152546
1,14,2,,20200420,1,152605
2,18,4,16,20200420,1,152719
1,14,1,,20200420,1,152735
1,15,7,8,20200420,1,152810
1,18,2,,20200420,1,153118
1,22,2,,20200420,1,153136
1,7,2,,20200420,1,153246
2,20,8,18,20200420,1,153257
1,15,8,8,20200420,1,153300
1,13,4,11,20200420,1,153311
1,15,4,8,20200420,1,153322
1,15,8,8,20200420,1,153332
1,17,2,,20200420,1,153528
1,21,1,,20200420,1,153633
1,18,1,,20200420,1,153705
1,12,1,,20200420,1,153806
1,12,7,6,20200420,1,153820
2,20,8,18,20200420,1,153828
2,20,8,18,20200420,1,153831
1,14,2,,20200420,1,153851
1,6,1,,20200420,1,154010
1,6,3,4,20200420,1,154041
1,17,1,,20200420,1,154154
2,13,3,17,20200420,1,154317
1,17,5,10,20200420,1,154348
1,12,8,7,20200420,1,154426
1,20,2,,20200420,1,154702
1,20,1,,20200420,1,154715
1,14,1,,20200420,1,154751
1,19,2,,20200420,1,154812
1,21,2,,20200420,1,154819
1,19,1,,20200420,1,154826
1,10,2,,20200420,1,154915
1,9,3,3,20200420,1,154921
2,13,8,18,20200420,1,155018
1,12,7,1,20200420,1,155111
1,21,1,,20200420,1,155123
1,6,2,,20200420,1,155152
1,10,1,,20200420,1,155301
1,19,2,,20200420,1,155321
2,12,8,17,20200420,1,155324
1,1,3,13,20200420,1,155329
1,14,4,19,20200420,1,155425
1,22,1,,20200420,1,155430
1,10,12,,20200420,1,155436
1,19,1,,20200420,1,155436
2,21,3,18,20200420,1,155554
2,18,4,16,20200420,1,155643
1,17,2,,20200420,1,155656
2,18,4,16,20200420,1,160018
1,13,2,,20200420,1,160137
2,18,4,15,20200420,1,160220
1,17,1,,20200420,1,160312
1,16,1,,20200420,1,160335
2,20,4,18,20200420,1,160434
1,19,2,,20200420,1,160524
1,7,1,,20200420,1,160600
2,20,7,18,20200420,1,160610
2,22,3,18,20200420,1,160702
1,16,3,14,20200420,1,160822
1,10,12,,20200420,1,160844
1,16,4,12,20200420,1,161603
2,22,3,18,20200420,1,161623
1,16,2,,20200420,1,161810
2,2,4,16,20200420,1,161829
1,10,11,,20200420,1,161923
1,12,2,,20200420,1,162039
1,13,1,,20200420,1,162048
1,19,1,,20200420,1,162149
2,19,3,18,20200420,1,162237
1,17,5,10,20200420,1,162403
1,16,1,,20200420,1,162439
2,22,3,15,20200420,1,162444
1,15,3,8,20200420,1,162516
1,8,3,4,20200420,1,162649
2,18,3,15,20200420,1,162725
1,15,3,8,20200420,1,162827
2,18,7,15,20200420,1,162842
1,15,4,8,20200420,1,162857
1,18,2,,20200420,1,163112
1,11,12,,20200420,1,163129
1,16,8,13,20200420,1,163144
1,19,2,,20200420,1,163221
2,20,7,18,20200420,1,163234
1,15,4,8,20200420,1,163559
1,13,3,11,20200420,1,163624
1,17,2,,20200420,1,163703
1,1,8,4,20200420,1,163751
1,15,3,8,20200420,1,163803
1,17,1,,20200420,1,163845
1,16,3,12,20200420,1,163902
1,12,1,,20200420,1,163919
1,15,7,8,20200420,1,164159
1,18,1,,20200420,1,164207
1,16,3,3,20200420,1,164211
1,11,14,,20200420,1,164424
1,3,7,9,20200420,1,164435
2,18,3,16,20200420,1,164532
1,10,12,,20200420,1,164626
1,16,8,10,20200420,1,164735
1,17,5,14,20200420,1,164737
1,19,1,,20200420,1,164940
1,16,2,,20200420,1,164946
1,18,2,,20200420,1,164956
1,18,1,,20200420,1,165133
2,20,4,18,20200420,1,165144
2,18,4,15,20200420,1,165240
1,16,1,,20200420,1,165259
2,18,3,15,20200420,1,165302
2,21,4,15,20200420,1,165308
2,22,3,15,20200420,1,165333
1,16,2,,20200420,1,165349
2,22,3,18,20200420,1,165448
1,4,2,,20200420,1,165522
1,16,1,,20200420,1,165542
1,21,2,,20200420,1,165615
1,17,5,3,20200420,1,165715
2,20,7,18,20200420,1,165836
1,21,1,,20200420,1,165924
1,2,4,12,20200420,1,165931
2,20,4,18,20200421,2,90057
1,19,2,,20200421,2,90058
1,17,5,4,20200421,2,90104
2,20,4,18,20200421,2,90109
1,10,14,,20200421,2,90112
1,10,14,,20200421,2,90250
1,12,7,2,20200421,2,90323
2,18,8,15,20200421,2,90341
1,11,2,,20200421,2,90637
1,7,2,,20200421,2,90701
1,18,2,,20200421,2,90702
1,2,2,,20200421,2,90744
1,12,4,2,20200421,2,90752
2,20,3,18,20200421,2,90825
1,7,1,,20200421,2,90909
2,20,7,18,20200421,2,90927
1,6,1,,20200421,2,90932
1,10,13,,20200421,2,90934
1,11,1,,20200421,2,90946
1,12,7,2,20200421,2,90956
1,17,5,1,20200421,2,90959
2,13,4,18,20200421,2,91014
1,10,2,,20200421,2,91032
1,13,4,11,20200421,2,91314
1,18,1,,20200421,2,91407
2,17,5,15,20200421,2,91448
2,1,4,16,20200421,2,91603
2,18,8,15,20200421,2,91754
2,14,3,16,20200421,2,92117
1,14,8,11,20200421,2,92118
1,16,2,,20200421,2,92138
2,17,5,17,20200421,2,92320
1,14,7,19,20200421,2,92603
1,17,2,,20200421,2,92717
1,22,2,,20200421,2,92722
1,20,2,,20200421,2,92724
2,15,3,18,20200421,2,92819
1,22,1,,20200421,2,92951
1,19,1,,20200421,2,92958
1,10,1,,20200421,2,93116
1,11,12,,20200421,2,93137
1,8,2,,20200421,2,93141
1,12,8,6,20200421,2,93213
1,15,7,8,20200421,2,93220
1,19,2,,20200421,2,93242
1,18,2,,20200421,2,93243
1,2,1,,20200421,2,93410
1,12,7,5,20200421,2,93453
1,17,1,,20200421,2,93557
1,12,2,,20200421,2,93631
1,19,1,,20200421,2,93839
2,17,5,15,20200421,2,93853
1,12,1,,20200421,2,93942
1,15,4,8,20200421,2,94002
1,22,2,,20200421,2,94152
1,20,1,,20200421,2,94159
1,16,1,,20200421,2,94200
2,20,8,18,20200421,2,94345
1,19,2,,20200421,2,94356
1,11,13,,20200421,2,94409
1,17,5,14,20200421,2,94709
1,17,2,,20200421,2,94721
1,18,1,,20200421,2,94740
1,22,1,,20200421,2,94901
1,19,1,,20200421,2,95204
2,13,3,15,20200421,2,95229
1,17,1,,20200421,2,95322
2,20,4,18,20200421,2,95620
2,22,3,15,20200421,2,95755
1,17,2,,20200421,2,95846
1,16,7,13,20200421,2,95906
2,18,8,16,20200421,2,100153
2,20,8,18,20200421,2,100200
1,13,7,19,20200421,2,100202
1,2,3,3,20200421,2,100219
2,18,7,15,20200421,2,100329
1,12,2,,20200421,2,100429
1,17,1,,20200421,2,100434
2,20,8,18,20200421,2,100507
1,11,13,,20200421,2,100512
1,9,3,4,20200421,2,100726
1,1,8,4,20200421,2,100741
1,9,2,,20200421,2,100907
1,19,2,,20200421,2,101210
1,10,14,,20200421,2,101250
1,1,7,4,20200421,2,101401
1,17,5,6,20200421,2,101426
1,3,8,4,20200421,2,101638
1,6,3,4,20200421,2,101644
1,9,1,,20200421,2,101655
1,3,2,,20200421,2,101722
1,3,1,,20200421,2,102047
1,12,1,,20200421,2,102127
1,16,3,4,20200421,2,102157
1,16,4,14,20200421,2,102324
1,16,2,,20200421,2,102356
1,12,4,1,20200421,2,102403
1,15,7,8,20200421,2,102523
1,15,3,8,20200421,2,102648
1,16,1,,20200421,2,102742
1,12,2,,20200421,2,102806
1,15,2,,20200421,2,102908
1,9,3,3,20200421,2,103037
1,16,7,13,20200421,2,103043
1,21,2,,20200421,2,103043
1,6,2,,20200421,2,103223
2,18,7,15,20200421,2,103251
2,13,4,18,20200421,2,103328
1,13,7,19,20200421,2,103330
1,16,3,10,20200421,2,103400
1,15,1,,20200421,2,103504
2,15,3,18,20200421,2,103648
1,4,1,,20200421,2,103727
1,10,12,,20200421,2,103753
1,15,8,8,20200421,2,104053
1,16,2,,20200421,2,104143
1,12,1,,20200421,2,104322
1,3,7,3,20200421,2,104516
1,11,11,,20200421,2,104532
1,6,1,,20200421,2,104600
1,2,7,9,20200421,2,104647
1,19,1,,20200421,2,104701
2,18,3,16,20200421,2,104739
1,16,1,,20200421,2,104759
2,18,3,15,20200421,2,104935
1,19,2,,20200421,2,104946
1,10,15,,20200421,2,105212
1,6,3,3,20200421,2,105440
1,1,4,4,20200421,2,105647
2,17,5,15,20200421,2,105714
1,3,3,13,20200421,2,105728
2,22,4,15,20200421,2,105802
1,12,2,,20200421,2,105803
1,19,1,,20200421,2,105842
1,12,1,,20200421,2,110036
1,13,8,11,20200421,2,110041
1,16,3,9,20200421,2,110041
1,12,7,1,20200421,2,110107
2,15,3,18,20200421,2,110109
1,17,2,,20200421,2,110122
2,22,4,15,20200421,2,110137
1,14,2,,20200421,2,110458
1,15,2,,20200421,2,110513
1,16,2,,20200421,2,110547
1,10,14,,20200421,2,110801
2,18,4,16,20200421,2,110847
1,17,1,,20200421,2,111038
1,21,1,,20200421,2,111040
1,17,2,,20200421,2,111120
1,14,1,,20200421,2,111123
1,2,4,9,20200421,2,111126
2,18,3,15,20200421,2,111232
1,19,3,19,20200421,2,111252
1,11,13,,20200421,2,111410
1,11,2,,20200421,2,111415
1,11,1,,20200421,2,111436
1,11,2,,20200421,2,111452
1,13,8,19,20200421,2,111507
1,15,1,,20200421,2,111526
1,16,1,,20200421,2,111554
1,7,2,,20200421,2,111623
2,22,3,18,20200421,2,111816
1,14,7,19,20200421,2,111836
1,12,3,6,20200421,2,112004
1,17,1,,20200421,2,112011
1,12,7,2,20200421,2,112145
2,19,3,17,20200421,2,112155
1,1,7,3,20200421,2,112207
2,20,3,17,20200421,2,112249
1,1,7,4,20200421,2,112406
1,12,4,5,20200421,2,112450
1,19,3,19,20200421,2,112640
2,21,4,15,20200421,2,112709
1,19,2,,20200421,2,112855
2,22,3,18,20200421,2,112908
1,11,1,,20200421,2,112946
1,17,5,7,20200421,2,113012
1,13,2,,20200421,2,113356
2,18,4,16,20200421,2,113611
1,11,15,,20200421,2,113619
1,12,3,6,20200421,2,113645
1,2,7,4,20200421,2,113744
2,18,7,16,20200421,2,113804
1,16,7,14,20200421,2,114003
1,6,3,3,20200421,2,114009
1,16,7,14,20200421,2,114012
1,12,2,,20200421,2,114120
2,20,8,18,20200421,2,114404
1,15,8,8,20200421,2,114512
1,17,5,10,20200421,2,114554
1,4,3,3,20200421,2,114644
1,19,1,,20200421,2,114700
2,20,7,18,20200421,2,114757
1,3,8,4,20200421,2,114757
1,11,12,,20200421,2,114828
2,20,8,18,20200421,2,114921
1,3,3,13,20200421,2,115028
2,18,4,15,20200421,2,115244
1,3,3,14,20200421,2,115309
1,17,2,,20200421,2,115431
1,17,1,,20200421,2,115659
1,17,5,7,20200421,2,115737
1,12,1,,20200421,2,115812
1,4,2,,20200421,2,115923
2,20,7,18,20200421,2,115940
1,20,2,,20200421,2,120007
1,21,2,,20200421,2,120100
1,19,2,,20200421,2,120436
1,20,1,,20200421,2,120441
1,1,2,,20200421,2,120459
1,11,2,,20200421,2,120613
1,14,4,19,20200421,2,120709
1,15,8,8,20200421,2,120747
1,11,1,,20200421,2,120820
1,22,2,,20200421,2,120826
1,12,4,2,20200421,2,120913
1,19,1,,20200421,2,121007
1,19,2,,20200421,2,121104
1,15,4,8,20200421,2,121321
1,3,8,4,20200421,2,121406
2,12,4,17,20200421,2,121623
1,19,1,,20200421,2,121803
2,20,7,18,20200421,2,121923
1,17,2,,20200421,2,121931
1,10,15,,20200421,2,122005
1,19,2,,20200421,2,122105
1,1,1,,20200421,2,122116
1,16,7,13,20200421,2,122125
2,20,4,18,20200421,2,122247
1,10,15,,20200421,2,122349
1,17,1,,20200421,2,122425
2,12,4,17,20200421,2,122544
1,21,1,,20200421,2,122632
1,13,1,,20200421,2,122634
1,12,2,,20200421,2,122639
2,20,8,18,20200421,2,122916
1,13,3,19,20200421,2,122917
1,19,1,,20200421,2,122932
1,3,8,4,20200421,2,123012
1,17,2,,20200421,2,123038
2,20,3,16,20200421,2,123101
1,17,1,,20200421,2,123210
1,10,13,,20200421,2,123408
1,20,2,,20200421,2,123537
1,16,4,12,20200421,2,123611
2,18,8,16,20200421,2,123724
2,21,3,18,20200421,2,123802
1,15,8,8,20200421,2,123935
1,5,2,,20200421,2,124139
1,11,2,,20200421,2,124155
1,2,8,3,20200421,2,124203
1,20,1,,20200421,2,124215
1,12,1,,20200421,2,124221
1,19,3,19,20200421,2,124226
1,17,2,,20200421,2,124241
1,16,4,14,20200421,2,124244
1,15,2,,20200421,2,124726
2,14,8,18,20200421,2,124755
1,17,1,,20200421,2,124801
1,17,2,,20200421,2,124801
1,19,2,,20200421,2,124803
1,15,1,,20200421,2,124932
2,20,7,18,20200421,2,125005
1,19,1,,20200421,2,125250
2,20,4,18,20200421,2,125348
1,15,4,8,20200421,2,125419
1,11,1,,20200421,2,125522
1,17,1,,20200421,2,125536
1,12,3,6,20200421,2,125602
2,19,3,18,20200421,2,125624
1,12,4,2,20200421,2,125629
2,18,4,16,20200421,2,125741
2,19,3,17,20200421,2,125744
1,1,7,9,20200421,2,125858
2,18,3,16,20200421,2,125912
1,4,1,,20200421,2,125925
1,17,2,,20200421,2,130108
1,15,3,8,20200421,2,130231
1,16,7,12,20200421,2,130436
2,18,8,16,20200421,2,130441
1,16,2,,20200421,2,130442
1,19,2,,20200421,2,130544
1,16,1,,20200421,2,130733
2,20,7,18,20200421,2,130856
1,17,1,,20200421,2,130915
2,20,7,18,20200421,2,131245
1,10,14,,20200421,2,131315
1,19,1,,20200421,2,131349
2,20,3,17,20200421,2,131359
2,15,3,18,20200421,2,131445
1,7,1,,20200421,2,131512
1,10,15,,20200421,2,131643
1,12,2,,20200421,2,131816
1,15,7,8,20200421,2,131835
1,16,7,12,20200421,2,131843
1,19,2,,20200421,2,131853
2,17,5,15,20200421,2,132022
1,12,1,,20200421,2,132135
1,16,8,14,20200421,2,132208
1,17,5,6,20200421,2,132250
1,8,1,,20200421,2,132312
1,17,2,,20200421,2,132534
1,6,3,3,20200421,2,132534
1,15,8,8,20200421,2,132613
1,21,2,,20200421,2,132650
2,18,8,15,20200421,2,132825
2,14,3,18,20200421,2,132955
1,12,8,2,20200421,2,133003
1,22,1,,20200421,2,133047
1,19,1,,20200421,2,133251
1,6,3,3,20200421,2,133256
1,21,1,,20200421,2,133339
2,12,7,17,20200421,2,133348
2,19,3,17,20200421,2,133412
1,14,2,,20200421,2,133435
1,16,7,12,20200421,2,133523
1,11,15,,20200421,2,133656
1,4,3,4,20200421,2,133659
1,4,3,4,20200421,2,133724
1,17,1,,20200421,2,133725
1,20,2,,20200421,2,133757
1,9,3,4,20200421,2,133828
1,16,2,,20200421,2,133917
2,18,8,16,20200421,2,133920
2,22,4,15,20200421,2,134137
1,12,2,,20200421,2,134236
1,20,1,,20200421,2,134251
1,17,2,,20200421,2,134422
1,17,1,,20200421,2,134434
1,2,3,9,20200421,2,134710
1,16,1,,20200421,2,134822
2,20,8,18,20200421,2,134833
1,16,2,,20200421,2,134838
1,12,1,,20200421,2,134851
2,18,4,15,20200421,2,134859
1,9,3,3,20200421,2,134932
1,2,7,3,20200421,2,135005
2,20,7,18,20200421,2,135032
1,19,2,,20200421,2,135106
1,7,2,,20200421,2,135145
1,1,7,3,20200421,2,135148
2,18,7,16,20200421,2,135207
1,18,2,,20200421,2,135237
1,19,1,,20200421,2,135303
1,12,7,5,20200421,2,135317
1,2,2,,20200421,2,135439
2,20,7,18,20200421,2,135440
2,19,3,17,20200421,2,135450
