,System,User,Operation,Object,Date,Day,Time
39389,1,17,5,19.0,20200406,1,112024
39390,2,20,4,18.0,20200406,1,112238
39391,1,17,2,,20200406,1,112255
39392,1,17,1,,20200406,1,112312
39393,1,20,2,,20200406,1,112432
39394,1,15,2,,20200406,1,112457
39395,2,18,3,15.0,20200406,1,112606
39396,1,20,1,,20200406,1,112727
39397,1,19,2,,20200406,1,112913
39398,1,15,1,,20200406,1,113102
39399,1,9,1,,20200406,1,113140
39400,1,13,8,19.0,20200406,1,113219
39401,1,5,1,,20200406,1,113603
39402,2,18,4,15.0,20200406,1,113629
39403,1,18,2,,20200406,1,113705
39404,1,19,1,,20200406,1,113929
39405,2,13,8,18.0,20200406,1,114039
39406,1,11,1,,20200406,1,114046
39407,1,15,2,,20200406,1,114127
39408,1,2,3,4.0,20200406,1,114151
39409,1,9,2,,20200406,1,114344
39410,2,14,4,18.0,20200406,1,114440
39411,1,15,1,,20200406,1,114505
39412,2,20,8,18.0,20200406,1,114647
39413,1,11,15,,20200406,1,114649
39414,1,10,11,,20200406,1,114707
39415,2,22,3,15.0,20200406,1,114757
39416,2,20,4,18.0,20200406,1,114819
39417,1,17,5,2.0,20200406,1,114952
39418,1,9,1,,20200406,1,115009
39419,1,3,2,,20200406,1,115017
39420,1,5,3,4.0,20200406,1,115116
39421,1,15,2,,20200406,1,115258
39422,1,16,7,14.0,20200406,1,115306
39423,1,19,2,,20200406,1,115416
39424,2,22,4,15.0,20200406,1,115437
39425,2,20,3,18.0,20200406,1,115441
39426,1,12,2,,20200406,1,115620
39427,1,3,1,,20200406,1,115633
39428,1,19,1,,20200406,1,115944
39429,2,19,3,16.0,20200406,1,120007
39430,1,17,5,3.0,20200406,1,120040
39431,1,13,4,11.0,20200406,1,120215
39432,1,16,2,,20200406,1,120334
39433,1,18,1,,20200406,1,120634
39434,2,21,3,15.0,20200406,1,120705
39435,1,11,2,,20200406,1,120838
39436,1,15,1,,20200406,1,120850
39437,2,20,3,18.0,20200406,1,120927
39438,2,20,8,18.0,20200406,1,120932
39439,2,18,4,15.0,20200406,1,121207
39440,1,17,5,6.0,20200406,1,121242
39441,1,16,1,,20200406,1,121309
39442,2,20,8,18.0,20200406,1,121512
39443,1,21,2,,20200406,1,121605
39444,2,18,3,15.0,20200406,1,121708
39445,2,18,8,16.0,20200406,1,121829
39446,1,15,4,8.0,20200406,1,121841
39447,1,11,1,,20200406,1,121902
39448,1,15,3,8.0,20200406,1,121930
39449,1,12,1,,20200406,1,122247
39450,1,11,14,,20200406,1,122313
39451,1,11,11,,20200406,1,122322
39452,1,11,11,,20200406,1,122515
39453,2,20,3,17.0,20200406,1,122734
39454,2,12,7,17.0,20200406,1,122807
39455,2,19,3,18.0,20200406,1,122845
39456,1,16,2,,20200406,1,122925
39457,2,19,3,18.0,20200406,1,122926
39458,1,16,1,,20200406,1,122951
39459,1,12,3,6.0,20200406,1,123028
39460,1,19,2,,20200406,1,123115
39461,1,3,2,,20200406,1,123145
39462,1,22,2,,20200406,1,123211
39463,1,12,8,7.0,20200406,1,123423
39464,1,21,1,,20200406,1,123427
39465,1,1,1,,20200406,1,123557
39466,1,19,1,,20200406,1,123910
39467,1,10,13,,20200406,1,124047
39468,1,22,1,,20200406,1,124118
39469,1,13,2,,20200406,1,124316
39470,1,16,7,14.0,20200406,1,124417
39471,1,16,8,13.0,20200406,1,124452
39472,2,12,8,17.0,20200406,1,124618
39473,1,13,1,,20200406,1,124625
39474,2,18,4,16.0,20200406,1,124915
39475,1,21,2,,20200406,1,124916
39476,1,12,7,5.0,20200406,1,125045
39477,2,18,7,16.0,20200406,1,125416
39478,1,8,3,4.0,20200406,1,125757
39479,1,21,1,,20200406,1,125812
39480,1,17,2,,20200406,1,125918
39481,1,11,12,,20200406,1,125932
39482,2,20,7,18.0,20200406,1,130135
39483,1,4,3,4.0,20200406,1,130238
39484,1,17,1,,20200406,1,130341
39485,1,4,3,4.0,20200406,1,130425
39486,1,7,1,,20200406,1,130513
39487,1,15,8,8.0,20200406,1,130523
39488,2,22,4,15.0,20200406,1,130533
39489,1,19,2,,20200406,1,130547
39490,2,18,3,15.0,20200406,1,130633
39491,1,1,2,,20200406,1,130643
39492,1,2,3,2.0,20200406,1,131001
39493,1,19,1,,20200406,1,131152
39494,1,13,2,,20200406,1,131258
39495,1,16,4,10.0,20200406,1,131300
39496,1,15,4,8.0,20200406,1,131403
39497,1,13,1,,20200406,1,131407
39498,1,17,2,,20200406,1,131537
39499,1,15,2,,20200406,1,131623
39500,1,14,8,19.0,20200406,1,131757
39501,1,19,2,,20200406,1,132008
39502,1,13,4,19.0,20200406,1,132030
39503,1,1,1,,20200406,1,132326
39504,2,22,3,18.0,20200406,1,132349
39505,1,19,1,,20200406,1,132353
39506,1,16,4,13.0,20200406,1,132407
39507,2,20,8,18.0,20200406,1,132607
39508,1,16,3,11.0,20200406,1,132709
39509,2,20,3,18.0,20200406,1,132902
39510,2,22,3,15.0,20200406,1,132907
39511,1,16,3,14.0,20200406,1,132932
39512,1,10,2,,20200406,1,133059
39513,1,16,4,10.0,20200406,1,133234
39514,1,15,1,,20200406,1,133338
39515,1,15,8,8.0,20200406,1,133414
39516,1,16,4,10.0,20200406,1,133521
39517,1,17,1,,20200406,1,133525
39518,1,18,2,,20200406,1,133525
39519,1,17,5,3.0,20200406,1,133650
39520,1,16,8,10.0,20200406,1,133708
39521,2,15,3,18.0,20200406,1,133751
39522,1,2,3,5.0,20200406,1,133851
39523,1,9,2,,20200406,1,133855
39524,1,12,3,7.0,20200406,1,134048
39525,1,9,1,,20200406,1,134053
39526,1,19,2,,20200406,1,134110
39527,1,1,3,13.0,20200406,1,134157
39528,2,20,8,18.0,20200406,1,134219
39529,1,18,1,,20200406,1,134456
39530,1,11,2,,20200406,1,134540
39531,2,18,8,16.0,20200406,1,134619
39532,1,1,2,,20200406,1,134631
39533,2,18,7,16.0,20200406,1,134650
39534,2,18,7,16.0,20200406,1,134656
39535,1,10,1,,20200406,1,134703
39536,1,1,1,,20200406,1,134802
39537,1,16,3,3.0,20200406,1,134807
39538,2,18,4,15.0,20200406,1,134947
39539,2,14,8,18.0,20200406,1,134956
39540,1,15,3,8.0,20200406,1,135006
39541,2,13,7,18.0,20200406,1,135315
39542,1,22,2,,20200406,1,135411
39543,1,12,4,2.0,20200406,1,135427
39544,2,18,7,16.0,20200406,1,135518
39545,1,14,3,19.0,20200406,1,135540
39546,2,18,4,15.0,20200406,1,135804
39547,2,18,3,16.0,20200406,1,140030
39548,1,16,3,10.0,20200406,1,140043
39549,1,22,1,,20200406,1,140136
39550,1,16,7,13.0,20200406,1,140155
39551,1,11,1,,20200406,1,140222
39552,1,17,2,,20200406,1,140237
39553,1,11,15,,20200406,1,140354
39554,2,20,4,18.0,20200406,1,140505
39555,1,12,2,,20200406,1,140631
39556,1,11,11,,20200406,1,140733
39557,1,12,1,,20200406,1,140834
39558,1,2,8,3.0,20200406,1,140907
39559,1,10,2,,20200406,1,140923
39560,1,17,1,,20200406,1,141014
39561,1,17,5,8.0,20200406,1,141026
39562,1,12,2,,20200406,1,141028
39563,2,18,3,16.0,20200406,1,141030
39564,1,22,2,,20200406,1,141147
39565,1,18,2,,20200406,1,141239
39566,1,15,2,,20200406,1,141328
39567,1,12,1,,20200406,1,141400
39568,1,18,1,,20200406,1,141715
39569,1,12,8,2.0,20200406,1,141841
39570,2,14,3,15.0,20200406,1,141909
39571,1,14,4,19.0,20200406,1,141931
39572,1,19,1,,20200406,1,141956
39573,1,15,1,,20200406,1,142058
39574,1,15,8,8.0,20200406,1,142151
39575,1,17,5,12.0,20200406,1,142232
39576,2,12,3,17.0,20200406,1,142320
39577,1,11,15,,20200406,1,142606
39578,1,22,1,,20200406,1,142635
39579,2,18,8,15.0,20200406,1,142703
39580,1,20,2,,20200406,1,142733
39581,1,13,4,11.0,20200406,1,142915
39582,1,16,4,12.0,20200406,1,142932
39583,2,15,3,18.0,20200406,1,142940
39584,2,18,8,16.0,20200406,1,143023
39585,1,20,1,,20200406,1,143158
39586,1,5,3,4.0,20200406,1,143218
39587,1,12,4,6.0,20200406,1,143326
39588,1,11,2,,20200406,1,143406
39589,2,18,7,16.0,20200406,1,143453
39590,1,1,8,4.0,20200406,1,143515
39591,2,19,3,17.0,20200406,1,143628
39592,1,1,8,3.0,20200406,1,143638
39593,2,12,7,17.0,20200406,1,143728
39594,2,22,3,15.0,20200406,1,143739
39595,1,16,7,13.0,20200406,1,143811
39596,2,21,3,18.0,20200406,1,143902
39597,2,21,3,18.0,20200406,1,143931
39598,1,22,2,,20200406,1,144007
39599,1,10,1,,20200406,1,144210
39600,1,16,4,10.0,20200406,1,144217
39601,1,16,4,12.0,20200406,1,144224
39602,1,11,1,,20200406,1,144457
39603,2,13,3,17.0,20200406,1,144603
39604,1,13,2,,20200406,1,144611
39605,1,10,11,,20200406,1,144727
39606,2,18,7,16.0,20200406,1,144905
39607,1,22,1,,20200406,1,144941
39608,2,21,3,15.0,20200406,1,145110
39609,1,17,2,,20200406,1,145332
39610,1,16,3,3.0,20200406,1,145356
39611,1,11,2,,20200406,1,145451
39612,2,20,3,18.0,20200406,1,145514
39613,1,16,2,,20200406,1,145525
39614,1,11,1,,20200406,1,145539
39615,1,15,7,8.0,20200406,1,145545
39616,1,15,3,8.0,20200406,1,145656
39617,2,18,4,15.0,20200406,1,145703
39618,2,18,4,15.0,20200406,1,145723
39619,1,19,2,,20200406,1,145821
39620,1,16,1,,20200406,1,145841
39621,1,1,2,,20200406,1,145843
39622,1,3,1,,20200406,1,145856
39623,1,13,1,,20200406,1,150253
39624,2,20,7,18.0,20200406,1,150303
39625,1,10,15,,20200406,1,150344
39626,1,17,1,,20200406,1,150403
39627,1,19,1,,20200406,1,150406
39628,1,8,3,4.0,20200406,1,150428
39629,1,17,2,,20200406,1,150522
39630,1,8,2,,20200406,1,150603
39631,1,10,12,,20200406,1,150624
39632,1,11,2,,20200406,1,150637
39633,2,22,3,18.0,20200406,1,150743
39634,1,2,7,4.0,20200406,1,150841
39635,2,22,3,15.0,20200406,1,150902
39636,1,4,2,,20200406,1,150907
39637,1,10,13,,20200406,1,151057
39638,1,15,8,8.0,20200406,1,151220
39639,1,9,3,4.0,20200406,1,151235
39640,1,12,2,,20200406,1,151316
39641,2,20,3,18.0,20200406,1,151419
39642,1,17,1,,20200406,1,151515
39643,1,14,7,19.0,20200406,1,151522
39644,1,11,1,,20200406,1,151528
39645,2,21,3,15.0,20200406,1,151737
39646,1,11,11,,20200406,1,151747
39647,1,17,2,,20200406,1,151750
39648,2,19,3,18.0,20200406,1,151805
39649,2,18,7,15.0,20200406,1,151909
39650,1,22,2,,20200406,1,151941
39651,1,14,2,,20200406,1,152127
39652,2,19,3,17.0,20200406,1,152234
39653,1,21,2,,20200406,1,152304
39654,1,11,14,,20200406,1,152335
39655,2,15,3,18.0,20200406,1,152337
39656,1,21,1,,20200406,1,152341
39657,1,4,1,,20200406,1,152539
39658,1,12,1,,20200406,1,152554
39659,1,17,1,,20200406,1,152615
39660,1,17,2,,20200406,1,152620
39661,2,20,8,18.0,20200406,1,152626
39662,2,13,3,17.0,20200406,1,152637
39663,1,17,1,,20200406,1,152848
39664,1,16,3,4.0,20200406,1,152930
39665,1,19,3,19.0,20200406,1,153104
39666,1,2,3,10.0,20200406,1,153204
39667,1,18,2,,20200406,1,153223
39668,1,12,4,7.0,20200406,1,153246
39669,1,1,1,,20200406,1,153358
39670,1,8,1,,20200406,1,153358
39671,1,8,3,4.0,20200406,1,153434
39672,1,21,2,,20200406,1,153508
39673,1,1,7,3.0,20200406,1,153514
39674,1,16,8,10.0,20200406,1,153534
39675,1,18,1,,20200406,1,153543
39676,1,5,2,,20200406,1,153824
39677,1,17,2,,20200406,1,153830
39678,2,20,4,18.0,20200406,1,153837
39679,2,19,3,17.0,20200406,1,153933
39680,1,1,7,4.0,20200406,1,154022
39681,1,14,1,,20200406,1,154024
39682,1,16,4,10.0,20200406,1,154044
39683,2,20,8,18.0,20200406,1,154130
39684,2,18,8,16.0,20200406,1,154151
39685,1,12,4,2.0,20200406,1,154157
39686,1,12,4,6.0,20200406,1,154221
39687,1,22,1,,20200406,1,154247
39688,1,12,2,,20200406,1,154256
39689,1,18,2,,20200406,1,154315
39690,1,14,7,11.0,20200406,1,154614
39691,1,10,11,,20200406,1,154720
39692,1,14,7,11.0,20200406,1,154856
39693,1,10,14,,20200406,1,154916
39694,1,17,1,,20200406,1,154917
39695,1,15,4,8.0,20200406,1,155028
39696,2,14,3,17.0,20200406,1,155119
39697,1,15,4,8.0,20200406,1,155138
39698,1,15,2,,20200406,1,155628
39699,2,22,3,18.0,20200406,1,155629
39700,1,12,1,,20200406,1,155709
39701,1,19,2,,20200406,1,155715
39702,1,15,1,,20200406,1,155749
39703,1,12,2,,20200406,1,155801
39704,1,16,2,,20200406,1,155806
39705,2,20,3,18.0,20200406,1,155822
39706,1,3,8,3.0,20200406,1,155832
39707,1,15,7,8.0,20200406,1,155844
39708,1,19,1,,20200406,1,155844
39709,1,18,1,,20200406,1,160120
39710,1,1,4,11.0,20200406,1,160133
39711,1,5,1,,20200406,1,160146
39712,2,19,3,16.0,20200406,1,160316
39713,1,2,4,4.0,20200406,1,160407
39714,1,10,2,,20200406,1,160422
39715,1,16,1,,20200406,1,160448
39716,1,12,1,,20200406,1,160513
39717,1,13,8,19.0,20200406,1,160514
39718,2,20,3,18.0,20200406,1,160603
39719,1,9,3,4.0,20200406,1,160608
39720,1,16,8,12.0,20200406,1,160620
39721,1,10,1,,20200406,1,160824
39722,1,19,2,,20200406,1,160831
39723,1,16,8,13.0,20200406,1,160902
39724,1,19,1,,20200406,1,161006
39725,2,18,4,15.0,20200406,1,161132
39726,2,20,8,18.0,20200406,1,161202
39727,1,19,2,,20200406,1,161233
39728,1,8,2,,20200406,1,161235
39729,1,16,3,11.0,20200406,1,161353
39730,1,13,7,11.0,20200406,1,161426
39731,1,15,7,8.0,20200406,1,161603
39732,1,19,1,,20200406,1,161604
39733,1,16,3,11.0,20200406,1,161725
39734,1,5,2,,20200406,1,161805
39735,1,12,2,,20200406,1,161850
39736,1,15,8,8.0,20200406,1,161950
39737,1,19,2,,20200406,1,162011
39738,1,12,1,,20200406,1,162026
39739,1,5,1,,20200406,1,162219
39740,1,17,5,9.0,20200406,1,162220
39741,1,11,11,,20200406,1,162228
39742,1,5,3,4.0,20200406,1,162240
39743,1,19,1,,20200406,1,162325
39744,1,7,3,3.0,20200406,1,162346
39745,2,22,3,15.0,20200406,1,162516
39746,1,3,2,,20200406,1,162602
39747,2,19,3,17.0,20200406,1,162715
39748,1,21,1,,20200406,1,162916
39749,1,5,2,,20200406,1,163124
39750,1,15,3,8.0,20200406,1,163239
39751,1,16,8,13.0,20200406,1,163254
39752,1,17,5,12.0,20200406,1,163331
39753,1,18,2,,20200406,1,163402
39754,1,17,2,,20200406,1,163418
39755,1,17,1,,20200406,1,163427
39756,1,5,1,,20200406,1,163436
39757,1,5,3,4.0,20200406,1,163545
39758,1,22,2,,20200406,1,163634
39759,1,13,7,11.0,20200406,1,163713
39760,1,15,7,8.0,20200406,1,163800
39761,1,15,2,,20200406,1,163840
39762,1,18,1,,20200406,1,163921
39763,2,20,8,18.0,20200406,1,164019
39764,1,12,3,1.0,20200406,1,164146
39765,1,12,2,,20200406,1,164250
39766,1,19,3,19.0,20200406,1,164354
39767,2,18,3,16.0,20200406,1,164434
39768,1,5,3,3.0,20200406,1,164438
39769,1,3,1,,20200406,1,164528
39770,1,13,3,19.0,20200406,1,164632
39771,1,9,3,3.0,20200406,1,164645
39772,1,16,3,10.0,20200406,1,164910
39773,1,15,1,,20200406,1,164944
39774,2,18,4,16.0,20200406,1,164949
39775,2,18,4,15.0,20200406,1,165005
39776,1,2,2,,20200406,1,165027
39777,1,22,1,,20200406,1,165055
39778,1,12,1,,20200406,1,165057
39779,1,15,2,,20200406,1,165125
39780,1,5,2,,20200406,1,165222
39781,1,1,4,10.0,20200406,1,165422
39782,2,13,3,16.0,20200406,1,165507
39783,2,21,3,15.0,20200406,1,165511
39784,1,12,8,2.0,20200406,1,165538
39785,1,15,1,,20200406,1,165618
39786,1,3,3,14.0,20200406,1,165652
39787,1,3,4,3.0,20200406,1,165935
39788,1,11,2,,20200406,1,165946
39789,2,21,4,15.0,20200407,2,90158
39790,1,17,2,,20200407,2,90414
39791,2,18,8,15.0,20200407,2,90431
39792,1,17,1,,20200407,2,90437
39793,2,14,4,18.0,20200407,2,90522
39794,1,10,2,,20200407,2,90523
39795,2,18,3,15.0,20200407,2,90643
39796,1,6,1,,20200407,2,90645
39797,1,18,2,,20200407,2,90707
39798,2,20,4,18.0,20200407,2,90741
39799,1,19,2,,20200407,2,90742
39800,1,19,1,,20200407,2,90744
39801,1,14,4,11.0,20200407,2,90812
39802,1,11,1,,20200407,2,90839
39803,1,16,3,10.0,20200407,2,90904
39804,1,12,2,,20200407,2,91010
39805,1,16,4,14.0,20200407,2,91107
39806,1,18,1,,20200407,2,91119
39807,1,16,3,8.0,20200407,2,91140
39808,1,5,1,,20200407,2,91151
39809,1,11,14,,20200407,2,91225
39810,1,11,14,,20200407,2,91232
39811,1,3,2,,20200407,2,91323
39812,1,19,2,,20200407,2,91332
39813,1,16,4,13.0,20200407,2,91403
39814,1,12,1,,20200407,2,91412
39815,2,21,3,18.0,20200407,2,91431
39816,1,5,3,4.0,20200407,2,91539
39817,2,18,4,15.0,20200407,2,91539
39818,1,13,2,,20200407,2,91806
39819,2,18,3,15.0,20200407,2,91814
39820,2,18,7,16.0,20200407,2,91900
39821,1,11,13,,20200407,2,91928
39822,1,9,3,4.0,20200407,2,92037
39823,2,18,4,15.0,20200407,2,92039
39824,1,1,8,9.0,20200407,2,92146
39825,1,19,1,,20200407,2,92246
39826,1,15,3,8.0,20200407,2,92405
39827,2,20,7,18.0,20200407,2,92521
39828,2,18,3,16.0,20200407,2,92522
39829,1,17,2,,20200407,2,92654
39830,2,18,4,15.0,20200407,2,92849
39831,2,20,7,18.0,20200407,2,92854
39832,2,18,8,15.0,20200407,2,92927
39833,1,19,2,,20200407,2,92950
39834,1,15,7,8.0,20200407,2,93103
39835,1,2,1,,20200407,2,93104
39836,2,22,3,18.0,20200407,2,93233
39837,1,13,1,,20200407,2,93250
39838,1,15,3,8.0,20200407,2,93416
39839,1,17,1,,20200407,2,93453
39840,1,19,1,,20200407,2,93543
39841,1,11,2,,20200407,2,93624
39842,2,18,7,15.0,20200407,2,93834
39843,1,15,4,8.0,20200407,2,93912
39844,1,17,5,12.0,20200407,2,93934
39845,1,12,7,6.0,20200407,2,93936
39846,2,21,4,15.0,20200407,2,93941
39847,1,15,4,8.0,20200407,2,94221
39848,1,21,2,,20200407,2,94234
39849,1,16,2,,20200407,2,94649
39850,1,13,8,11.0,20200407,2,94811
39851,1,12,8,5.0,20200407,2,94901
39852,2,22,3,15.0,20200407,2,94919
39853,1,2,4,10.0,20200407,2,94947
39854,1,5,3,3.0,20200407,2,94952
39855,1,2,2,,20200407,2,95022
39856,1,15,4,8.0,20200407,2,95212
39857,1,11,1,,20200407,2,95213
39858,1,3,1,,20200407,2,95424
39859,1,2,1,,20200407,2,95456
39860,2,20,4,18.0,20200407,2,95525
39861,1,7,3,3.0,20200407,2,95848
39862,2,20,8,18.0,20200407,2,100059
39863,1,1,7,3.0,20200407,2,100118
39864,1,6,2,,20200407,2,100147
39865,2,15,3,18.0,20200407,2,100228
39866,1,15,4,8.0,20200407,2,100232
39867,1,4,3,4.0,20200407,2,100303
39868,1,10,1,,20200407,2,100522
39869,1,10,14,,20200407,2,100534
39870,1,18,2,,20200407,2,100541
39871,1,12,2,,20200407,2,100545
39872,1,21,1,,20200407,2,100701
39873,1,15,4,8.0,20200407,2,100703
39874,1,15,8,8.0,20200407,2,100740
39875,1,4,3,3.0,20200407,2,100853
39876,1,16,1,,20200407,2,100921
39877,1,8,1,,20200407,2,100936
39878,1,19,3,19.0,20200407,2,100944
39879,1,15,3,8.0,20200407,2,100959
39880,1,13,2,,20200407,2,101233
39881,1,18,1,,20200407,2,101305
39882,1,16,3,11.0,20200407,2,101307
39883,2,14,3,15.0,20200407,2,101324
39884,2,19,3,16.0,20200407,2,101334
39885,1,13,1,,20200407,2,101348
39886,2,22,4,15.0,20200407,2,101409
39887,1,16,7,14.0,20200407,2,101632
39888,2,18,4,16.0,20200407,2,101637
39889,1,12,1,,20200407,2,101715
39890,2,19,3,17.0,20200407,2,101835
39891,2,22,3,15.0,20200407,2,101952
39892,2,18,7,15.0,20200407,2,102016
39893,2,19,3,17.0,20200407,2,102050
39894,1,19,2,,20200407,2,102121
39895,1,17,2,,20200407,2,102155
39896,1,11,13,,20200407,2,102158
39897,1,12,7,1.0,20200407,2,102250
39898,2,20,7,18.0,20200407,2,102320
39899,1,6,1,,20200407,2,102327
39900,1,16,4,14.0,20200407,2,102409
39901,1,16,2,,20200407,2,102418
39902,2,18,8,16.0,20200407,2,102453
39903,1,2,8,3.0,20200407,2,102532
39904,1,22,2,,20200407,2,102534
39905,1,12,2,,20200407,2,102713
39906,2,20,3,18.0,20200407,2,102722
39907,1,12,1,,20200407,2,102729
39908,1,20,2,,20200407,2,102744
39909,1,18,2,,20200407,2,102754
39910,1,16,1,,20200407,2,102825
39911,1,16,8,12.0,20200407,2,102908
39912,1,17,1,,20200407,2,102918
39913,1,9,3,4.0,20200407,2,102925
39914,1,10,12,,20200407,2,103058
39915,1,16,8,14.0,20200407,2,103501
39916,1,14,2,,20200407,2,103522
39917,1,19,1,,20200407,2,103739
39918,1,11,2,,20200407,2,104038
39919,1,16,7,13.0,20200407,2,104106
39920,1,10,12,,20200407,2,104116
39921,2,19,3,17.0,20200407,2,104137
39922,1,15,2,,20200407,2,104234
39923,1,18,1,,20200407,2,104351
39924,1,17,2,,20200407,2,104351
39925,1,12,8,5.0,20200407,2,104448
39926,1,12,4,6.0,20200407,2,104617
39927,1,16,8,10.0,20200407,2,104719
39928,1,7,3,3.0,20200407,2,105039
39929,1,20,1,,20200407,2,105046
39930,2,20,8,18.0,20200407,2,105104
39931,1,11,1,,20200407,2,105135
39932,1,14,1,,20200407,2,105144
39933,1,19,3,19.0,20200407,2,105338
39934,2,21,3,18.0,20200407,2,105348
39935,1,15,1,,20200407,2,105418
39936,1,15,4,8.0,20200407,2,105619
39937,1,3,4,9.0,20200407,2,105654
39938,2,18,4,15.0,20200407,2,105806
39939,1,19,2,,20200407,2,105812
39940,1,13,2,,20200407,2,105813
39941,2,20,4,18.0,20200407,2,105944
39942,1,7,2,,20200407,2,110030
39943,1,1,4,10.0,20200407,2,110046
39944,1,19,1,,20200407,2,110054
39945,2,19,3,17.0,20200407,2,110358
39946,1,15,7,8.0,20200407,2,110445
39947,1,1,7,3.0,20200407,2,110523
39948,1,12,8,7.0,20200407,2,110638
39949,1,12,3,1.0,20200407,2,110839
39950,1,10,11,,20200407,2,111154
39951,1,14,3,11.0,20200407,2,111222
39952,1,22,1,,20200407,2,111324
39953,2,19,3,17.0,20200407,2,111356
39954,1,12,4,2.0,20200407,2,111628
39955,1,15,8,8.0,20200407,2,111703
39956,2,20,3,18.0,20200407,2,111846
39957,1,16,2,,20200407,2,111923
39958,2,22,4,15.0,20200407,2,111948
39959,1,21,2,,20200407,2,112036
39960,1,13,1,,20200407,2,112142
39961,1,21,1,,20200407,2,112257
39962,1,8,2,,20200407,2,112627
39963,1,1,4,10.0,20200407,2,112740
39964,1,16,1,,20200407,2,112846
39965,1,16,4,14.0,20200407,2,112928
39966,1,9,3,3.0,20200407,2,112932
39967,1,11,13,,20200407,2,112943
39968,2,18,3,16.0,20200407,2,113044
39969,1,14,7,11.0,20200407,2,113059
39970,2,21,4,15.0,20200407,2,113109
39971,1,17,1,,20200407,2,113440
39972,1,16,4,13.0,20200407,2,113504
39973,1,1,2,,20200407,2,113512
39974,1,10,2,,20200407,2,113530
39975,1,13,2,,20200407,2,113535
39976,1,19,2,,20200407,2,113556
39977,2,21,4,15.0,20200407,2,113611
39978,1,14,2,,20200407,2,113655
39979,1,4,2,,20200407,2,113750
39980,1,16,8,12.0,20200407,2,113834
39981,1,16,2,,20200407,2,114005
39982,2,20,4,18.0,20200407,2,114025
39983,1,15,7,8.0,20200407,2,114132
39984,1,11,15,,20200407,2,114138
39985,1,19,1,,20200407,2,114149
39986,1,12,3,1.0,20200407,2,114245
39987,1,17,5,4.0,20200407,2,114248
39988,1,4,1,,20200407,2,114354
39989,1,15,7,8.0,20200407,2,114427
39990,1,15,8,8.0,20200407,2,114445
39991,1,13,1,,20200407,2,114533
39992,1,1,1,,20200407,2,114533
39993,1,12,2,,20200407,2,114609
39994,1,19,2,,20200407,2,114654
39995,2,18,4,15.0,20200407,2,114755
39996,1,16,1,,20200407,2,114823
39997,1,15,7,8.0,20200407,2,114841
39998,1,15,7,8.0,20200407,2,115123
39999,1,22,2,,20200407,2,115201
40000,1,10,1,,20200407,2,115206
40001,1,19,1,,20200407,2,115210
40002,1,14,1,,20200407,2,115223
40003,1,19,2,,20200407,2,115232
40004,1,11,2,,20200407,2,115237
40005,1,16,7,13.0,20200407,2,115452
40006,1,10,2,,20200407,2,115505
40007,1,14,4,11.0,20200407,2,115516
40008,2,18,3,15.0,20200407,2,115549
40009,1,12,1,,20200407,2,115621
40010,1,2,4,4.0,20200407,2,115713
40011,1,17,2,,20200407,2,115822
40012,1,15,7,8.0,20200407,2,115922
40013,1,13,2,,20200407,2,115939
40014,1,9,3,4.0,20200407,2,120209
40015,2,18,4,16.0,20200407,2,120316
40016,1,16,3,11.0,20200407,2,120344
40017,2,15,3,18.0,20200407,2,120430
40018,1,16,2,,20200407,2,120543
40019,1,13,1,,20200407,2,120558
40020,1,12,8,7.0,20200407,2,120603
40021,1,17,1,,20200407,2,120703
40022,1,2,2,,20200407,2,120716
40023,1,4,2,,20200407,2,120809
40024,1,8,1,,20200407,2,120933
40025,2,15,3,18.0,20200407,2,120952
40026,2,14,4,18.0,20200407,2,121101
40027,1,12,8,2.0,20200407,2,121147
40028,2,20,4,18.0,20200407,2,121157
40029,1,22,1,,20200407,2,121324
40030,1,12,2,,20200407,2,121336
40031,1,16,1,,20200407,2,121444
40032,1,13,8,11.0,20200407,2,121509
40033,1,13,4,11.0,20200407,2,121524
40034,1,12,1,,20200407,2,121611
40035,1,14,2,,20200407,2,121612
40036,1,4,1,,20200407,2,121725
40037,1,10,1,,20200407,2,121805
40038,1,10,15,,20200407,2,121853
40039,1,15,2,,20200407,2,121914
40040,1,16,3,19.0,20200407,2,122108
40041,1,12,4,6.0,20200407,2,122328
40042,2,17,5,15.0,20200407,2,122442
40043,1,12,7,2.0,20200407,2,122507
40044,1,12,3,7.0,20200407,2,122522
40045,1,6,3,4.0,20200407,2,123059
40046,1,10,2,,20200407,2,123114
40047,1,3,7,3.0,20200407,2,123158
40048,1,19,1,,20200407,2,123425
40049,1,2,1,,20200407,2,123617
40050,1,17,2,,20200407,2,124014
40051,1,15,1,,20200407,2,124234
40052,1,17,1,,20200407,2,124303
40053,1,19,2,,20200407,2,124305
40054,1,14,1,,20200407,2,124411
40055,1,12,3,1.0,20200407,2,124412
40056,1,16,7,14.0,20200407,2,124429
40057,1,19,1,,20200407,2,124444
40058,1,12,4,1.0,20200407,2,124717
40059,2,21,3,15.0,20200407,2,124725
40060,1,16,3,19.0,20200407,2,124812
40061,1,4,2,,20200407,2,125035
40062,1,16,3,4.0,20200407,2,125055
40063,1,1,8,9.0,20200407,2,125139
40064,1,17,5,4.0,20200407,2,125143
40065,1,13,7,11.0,20200407,2,125213
40066,2,22,4,15.0,20200407,2,125234
40067,1,10,1,,20200407,2,125254
40068,2,19,3,18.0,20200407,2,125424
