System,User,Operation,Object,Date,Time
PM,gnyski,LOGOFF,none,2020-07-21,09:05:01
PM,sbaszel,SET ROLE,none,2020-07-21,09:42:59
SALES,amaly,SELECT,ORDERS,2020-07-21,10:26:46
SALES,aosinska,INSERT,PRODUCTS,2020-07-21,10:36:25
PM,jsmidt,LOGOFF,none,2020-07-21,14:30:40
PM,ktarnows,DELETE,PROJECT_CATEGORY,2020-07-21,15:31:16
PM,mwyjko,UPDATE,CLIENTS,2020-07-22,10:08:41
PM,zfenicki,SELECT,PAYMENTS,2020-07-22,10:14:09
PM,aosinska,ALTER USER,none,2020-07-22,13:56:15
PM,ktarnows,UPDATE,CUSTOMERS,2020-07-22,16:24:00
PM,kuszka,LOGOFF,none,2020-07-22,16:57:11
PM,amaly,INSERT,CUSTOMERS,2020-07-23,10:30:03
PM,kuszka,CREATE TABLE,none,2020-07-23,12:51:23
PM,amaly,SELECT,ASSIGNMENTS,2020-07-23,13:45:02
PM,kuszka,LOGOFF,none,2020-07-23,14:05:47
PM,mjarcinska,LOGOFF,none,2020-07-23,14:42:10
PM,amaly,CREATE TABLE,none,2020-07-23,15:30:51
PM,gostrow,SELECT,ASSIGNMENTS,2020-07-23,15:32:14
PM,zfenicki,LOGOFF,none,2020-07-24,11:08:39
PM,ktarnows,CREATE TABLE,none,2020-07-24,11:34:52
PM,apuzon,LOGOFF,none,2020-07-24,12:24:44
SALES,apuzon,INSERT,WAREHOUSES,2020-07-24,13:20:27
PM,ktarnows,LOGOFF,none,2020-07-24,15:33:09
PM,kuszka,LOGOFF,none,2020-07-24,16:17:22
PM,mszkopianski,INSERT,PROJECT_TYPE,2020-07-24,16:34:00
SALES,ktarnows,UPDATE,PRODUCTS,2020-07-27,11:02:10
PM,kuszka,LOGOFF,none,2020-07-27,11:18:56
PM,apuzon,SELECT,ASSIGNMENTS,2020-07-27,11:38:00
SALES,app,SELECT,PRODUCTS,2020-07-27,14:31:38
PM,aosinska,UPDATE,CLIENTS,2020-07-28,10:05:04
PM,aosinska,LOGOFF,none,2020-07-28,10:09:00
PM,ktarnows,ALTER USER,none,2020-07-28,10:32:05
PM,aosinska,ALTER,DIVISIONS,2020-07-28,13:10:36
SALES,mszkopianski,UPDATE,WAREHOUSES,2020-07-28,15:43:04
PM,mwarzycha,CREATE ROLE,none,2020-07-28,15:50:28
PM,gostrow,ALTER USER,none,2020-07-28,16:50:00
PM,app,SET ROLE,none,2020-07-29,10:09:38
SALES,sbaszel,UPDATE,ORDERS,2020-07-29,12:21:57
SALES,mwarzycha,SELECT,PRODUCTS,2020-07-29,16:22:38
PM,amaly,INSERT,EXPERIENCES,2020-07-30,10:26:56
PM,zfenicki,UPDATE,PAYMENTS,2020-07-30,10:44:30
SALES,amaly,UPDATE,ORDERS,2020-07-30,10:53:55
PM,gostrow,LOGOFF,none,2020-07-30,11:43:20
PM,sbaszel,ALTER,EMPLOYEES,2020-07-30,13:36:10
PM,rbielik,LOGOFF,none,2020-07-31,10:25:35
SALES,mszkopianski,SELECT,DISTRIBUTORS,2020-07-31,13:38:21
PM,anowotworski,ALTER USER,none,2020-07-31,14:20:58
PM,kuszka,LOGOFF,none,2020-08-03,10:48:47
SALES,apuzon,SELECT,DISTRIBUTORS,2020-08-04,10:57:09
SALES,gnyski,DELETE,ORDERS,2020-08-04,11:37:28
PM,gostrow,DELETE,CUSTOMERS,2020-08-04,12:35:21
SALES,gostrow,SELECT,DISTRIBUTORS,2020-08-04,13:04:06
SALES,rbielik,UPDATE,ORDERS,2020-08-04,14:26:28
SALES,mwarzycha,UPDATE,PRODUCTS,2020-08-04,15:17:02
SALES,aosinska,SELECT,DISTRIBUTORS,2020-08-05,10:30:45
PM,mszkopianski,SELECT,CUSTOMERS,2020-08-05,10:49:09
PM,aosinska,LOGOFF,none,2020-08-05,10:54:29
SALES,mwyjko,UPDATE,WAREHOUSES,2020-08-05,11:29:53
SALES,kuszka,INSERT,ORDERS,2020-08-05,13:09:58
PM,mwyjko,INSERT,DIVISIONS,2020-08-05,16:08:06
PM,anowotworski,DROP USER,none,2020-08-05,16:20:57
PM,amaly,LOGOFF,none,2020-08-05,16:48:05
PM,apuzon,INSERT,PROJECT_CATEGORY,2020-08-06,09:03:19
PM,aosinska,LOGOFF,none,2020-08-06,10:09:13
PM,amaly,UPDATE,PROJECT_TYPE,2020-08-06,10:11:08
PM,kuszka,LOGOFF,none,2020-08-06,10:15:12
PM,ktarnows,DELETE,PAYMENTS,2020-08-06,10:28:31
PM,sbaszel,LOGOFF,none,2020-08-06,10:58:30
SALES,app,SELECT,DISTRIBUTORS,2020-08-06,11:39:14
PM,gnyski,INSERT,DEPARTMENTS,2020-08-06,11:51:16
PM,amaly,LOGOFF,none,2020-08-06,12:23:32
SALES,sbaszel,DELETE,ORDERS,2020-08-06,14:27:13
SALES,apuzon,SELECT,DISTRIBUTORS,2020-08-06,15:08:41
SALES,mwyjko,SELECT,WAREHOUSES,2020-08-06,15:49:01
PM,rbielik,LOGOFF,none,2020-08-07,10:34:13
SALES,ktarnows,SELECT,ORDERS,2020-08-07,14:03:50
SALES,ktarnows,UPDATE,PRODUCTS,2020-08-07,15:54:36
PM,aosinska,SELECT,TASKS,2020-08-07,16:05:46
SALES,mwarzycha,DELETE,PRODUCTS,2020-08-07,16:39:53
SALES,amaly,DELETE,ORDERS,2020-08-07,16:44:02
PM,apuzon,INSERT,CLIENTS,2020-08-07,16:50:11
PM,gnyski,LOGOFF,none,2020-08-10,09:24:54
PM,anowotworski,ALTER,SKILLS,2020-08-10,09:48:16
SALES,kuszka,SELECT,ORDERS,2020-08-10,10:43:04
SALES,amaly,ALTER,DISTRIBUTORS,2020-08-10,11:03:06
SALES,mwarzycha,SELECT,ORDERS,2020-08-10,12:27:38
PM,sbaszel,LOGOFF,none,2020-08-10,16:33:43
SALES,kuszka,DELETE,ORDERS,2020-08-10,16:48:03
SALES,sbaszel,INSERT,ORDERS,2020-08-11,10:05:49
SALES,mwyjko,SELECT,ORDERS,2020-08-11,11:06:05
SALES,aosinska,UPDATE,WAREHOUSES,2020-08-11,11:14:47
SALES,gostrow,DELETE,WAREHOUSES,2020-08-11,11:37:06
PM,app,SELECT,TASKS,2020-08-11,13:19:37
SALES,sbaszel,DELETE,ORDERS,2020-08-11,16:19:01
SALES,apuzon,INSERT,ORDERS,2020-08-11,16:40:00
PM,app,LOGOFF,none,2020-08-12,09:21:18
PM,aosinska,SELECT,ASSIGNMENTS,2020-08-12,09:27:14
PM,mwarzycha,LOGOFF,none,2020-08-12,09:50:09
PM,adynka,LOGOFF,none,2020-08-12,13:21:51
PM,kespiel,SELECT,ASSIGNMENTS,2020-08-13,11:12:41
PM,gostrow,ALTER USER,none,2020-08-13,13:04:39
SALES,aosinska,INSERT,ORDERS,2020-08-13,13:20:10
PM,zfenicki,SELECT,CLIENTS,2020-08-13,16:07:11
SALES,rbielik,SELECT,PRODUCTS,2020-08-13,16:24:56
PM,mwarzycha,CREATE ROLE,none,2020-08-14,09:12:20
PM,mjarcinska,LOGOFF,none,2020-08-14,11:18:43
PM,mjarcinska,LOGOFF,none,2020-08-14,11:59:37
PM,ktarnows,LOGOFF,none,2020-08-14,16:38:29
PM,ktarnows,INSERT,PAYMENTS,2020-08-14,16:40:47
SALES,amaly,UPDATE,WAREHOUSES,2020-08-14,16:46:34
SALES,ktarnows,UPDATE,WAREHOUSES,2020-08-17,09:30:44
PM,sbaszel,UPDATE,CUSTOMERS,2020-08-17,09:47:32
PM,mwarzycha,DELETE,CUSTOMERS,2020-08-17,09:48:24
PM,mjarcinska,UPDATE,PAYMENTS,2020-08-17,09:50:48
PM,gnyski,LOGOFF,none,2020-08-17,10:28:37
PM,kespiel,LOGOFF,none,2020-08-17,10:30:41
PM,amaly,LOGOFF,none,2020-08-17,10:40:08
PM,mwarzycha,UPDATE,PROJECT_TYPE,2020-08-17,12:05:46
PM,gnyski,LOGOFF,none,2020-08-17,13:00:25
PM,mwyjko,LOGOFF,none,2020-08-17,13:22:36
PM,sbaszel,LOGOFF,none,2020-08-17,16:49:03
PM,ktarnows,DELETE,PAYMENTS,2020-08-18,09:44:24
PM,sbaszel,LOGOFF,none,2020-08-18,09:48:26
SALES,rbielik,INSERT,ORDERS,2020-08-18,12:06:01
SALES,amaly,SELECT,ORDERS,2020-08-18,13:01:02
PM,amaly,ALTER,TASKS,2020-08-18,14:28:17
SALES,kespiel,SELECT,PRODUCTS,2020-08-18,16:36:59
PM,zfenicki,LOGOFF,none,2020-08-19,10:27:27
PM,aosinska,DELETE,CLIENTS,2020-08-19,11:54:46
PM,kuszka,LOGOFF,none,2020-08-19,12:04:14
SALES,kuszka,UPDATE,PRODUCTS,2020-08-19,12:42:55
PM,mwyjko,INSERT,CLIENTS,2020-08-19,13:11:29
SALES,mwyjko,SELECT,ORDERS,2020-08-19,16:08:39
PM,mwarzycha,SELECT,CUSTOMERS,2020-08-19,16:34:18
SALES,kespiel,UPDATE,WAREHOUSES,2020-08-20,11:40:46
PM,apuzon,LOGOFF,none,2020-08-20,15:01:07
PM,sbaszel,UPDATE,PROJECT_TYPE,2020-08-21,09:22:30
PM,rbielik,ALTER,DIVISIONS,2020-08-21,11:18:28
SALES,rbielik,SELECT,DISTRIBUTORS,2020-08-21,11:43:43
PM,mwyjko,SELECT,CUSTOMERS,2020-08-21,12:21:32
PM,aosinska,LOGOFF,none,2020-08-21,12:39:24
PM,mwarzycha,LOGOFF,none,2020-08-21,13:18:02
SALES,amaly,INSERT,PRODUCTS,2020-08-21,14:49:30
SALES,ktarnows,SELECT,WAREHOUSES,2020-08-21,15:10:42
PM,rbielik,SELECT,PAYMENTS,2020-08-21,15:24:21
PM,apuzon,INSERT,PROJECT_CATEGORY,2020-08-21,15:26:22
SALES,zfenicki,SELECT,ORDERS,2020-08-24,11:54:49
SALES,mwarzycha,INSERT,ORDERS,2020-08-24,13:21:35
PM,mwarzycha,CREATE TABLE,none,2020-08-24,13:34:48
SALES,mwarzycha,SELECT,ORDERS,2020-08-24,14:36:24
SALES,mwarzycha,SELECT,WAREHOUSES,2020-08-25,12:11:00
PM,mwarzycha,CREATE ROLE,none,2020-08-26,11:26:10
PM,ktarnows,CREATE ROLE,none,2020-08-26,12:06:29
PM,mjarcinska,LOGOFF,none,2020-08-26,16:38:21
PM,amaly,ALTER USER,none,2020-08-27,10:06:01
PM,mwarzycha,LOGOFF,none,2020-08-27,10:36:55
PM,kuszka,DROP USER,none,2020-08-27,11:26:48
PM,pskala,SET ROLE,none,2020-08-27,11:32:09
PM,app,SELECT,PAYMENTS,2020-08-27,13:54:30
SALES,zfenicki,DELETE,ORDERS,2020-08-27,14:08:15
SALES,ktarnows,SELECT,ORDERS,2020-08-27,16:10:04
PM,app,SELECT,PAYMENTS,2020-08-28,11:33:37
PM,kespiel,LOGOFF,none,2020-08-28,13:58:58
PM,sbaszel,SELECT,PROJECT_STATUS,2020-08-31,11:55:56
PM,mjarcinska,LOGOFF,none,2020-08-31,15:46:39
PM,rbielik,LOGON,none,2020-08-04,18:52:11
PM,mwarzycha,LOGON,none,2020-01-27,06:17:10
PM,mwyjko,LOGON,none,2020-06-09,05:21:05
PM,apuzon,LOGON,none,2020-05-12,04:29:56
PM,ktarnows,LOGON,none,2020-04-03,19:09:11
SALES,apuzon,SELECT,ORDERS,2020-08-27,01:53:20
PM,tlalka,LOGON,none,2020-02-27,08:42:06
PM,ktarnows,ALTER,CUSTOMERS,2020-08-25,07:55:06
PM,sbaszel,LOGON,none,2020-08-31,18:57:19
PM,kespiel,LOGON,none,2020-01-28,20:59:43
PM,kuszka,LOGON,none,2020-05-15,01:32:44
PM,mszkopianski,LOGON,none,2020-03-12,02:04:09
PM,mszkopianski,LOGOFF,none,2020-03-16,02:05:23
PM,amaly,LOGON,none,2020-03-03,04:51:16
PM,sbaszel,LOGOFF,none,2020-08-24,08:15:27
SALES,rbielik,UPDATE,WAREHOUSES,2020-03-12,05:53:52
SALES,amaly,SELECT,PRODUCTS,2020-06-18,02:04:18
PM,app,LOGON,none,2020-05-22,03:45:38
PM,mjarcinska,LOGON,none,2020-03-20,21:26:45
PM,apuzon,SELECT,PAYMENTS,2020-01-10,17:09:27
PM,sbaszel,LOGON,none,2020-07-31,18:13:27
PM,zkrepy,LOGON,none,2020-08-31,05:03:59
PM,mwarzycha,SELECT,DEPARTMENTS,2020-04-20,18:11:07
SALES,mwarzycha,UPDATE,DISTRIBUTORS,2020-08-03,08:09:17
PM,pskala,LOGON,none,2020-01-28,04:06:13
PM,kuszka,UPDATE,CUSTOMERS,2020-06-15,21:58:07
SALES,sbaszel,DELETE,PRODUCTS,2020-08-13,18:41:23
PM,mwyjko,UPDATE,ASSIGNMENTS,2020-07-13,08:26:38
PM,mjarcinska,LOGOFF,none,2020-07-01,20:23:59
PM,pskala,SELECT,ASSIGNMENTS,2020-05-22,22:06:24
PM,aosinska,LOGON,none,2020-06-30,18:06:56
PM,gnyski,LOGON,none,2020-05-26,00:42:13
PM,mwarzycha,LOGOFF,none,2020-06-10,21:56:19
SALES,sbaszel,INSERT,WAREHOUSES,2020-08-25,02:47:42
PM,gnyski,UPDATE,CUSTOMERS,2020-01-28,00:14:43
PM,apuzon,UPDATE,PAYMENTS,2020-06-09,20:26:59
PM,mszkopianski,LOGON,none,2020-04-29,02:22:57
PM,mwarzycha,LOGON,none,2020-01-20,04:14:50
PM,mwarzycha,LOGOFF,none,2020-06-22,23:05:08
PM,kuszka,DELETE,CLIENTS,2020-01-15,22:59:17
PM,apuzon,UPDATE,PAYMENTS,2020-08-19,18:04:58
PM,mszkopianski,SET ROLE,none,2020-05-05,22:23:50
PM,ktarnows,ALTER,DEPARTMENTS,2020-07-24,00:23:10
PM,gostrow,LOGON,none,2020-07-29,03:06:27
PM,zfenicki,LOGON,none,2020-08-26,02:19:35
SALES,app,UPDATE,ORDERS,2020-01-02,05:11:54
SALES,app,SELECT,DISTRIBUTORS,2020-02-04,03:12:21
PM,kespiel,DROP USER,none,2020-01-13,19:22:18
PM,gostrow,LOGOFF,none,2020-02-24,02:19:38
PM,aosinska,SELECT,TASKS,2020-06-05,19:51:52
SALES,app,DELETE,ORDERS,2020-01-29,17:27:36
PM,aosinska,LOGOFF,none,2020-08-13,03:33:51
PM,kespiel,DROP USER,none,2020-04-09,23:08:33
PM,jsmidt,LOGON,none,2020-04-29,02:23:10
PM,aosinska,LOGON,none,2020-06-15,17:50:25
PM,zfenicki,LOGOFF,none,2020-03-31,23:03:04
SALES,app,INSERT,ORDERS,2020-05-14,06:45:43
PM,aosinska,UPDATE,PROJECTS,2020-08-31,06:29:19
PM,mwyjko,SELECT,PROJECT_TYPE,2020-04-27,00:36:04
PM,gostrow,LOGON,none,2020-07-14,23:34:28
SALES,sbaszel,INSERT,PRODUCTS,2020-04-16,23:48:33
SALES,app,INSERT,ORDERS,2020-01-03,17:49:48
SALES,app,DELETE,ORDERS,2020-07-24,05:53:26
SALES,sbaszel,INSERT,PRODUCTS,2020-07-07,17:43:45
PM,mwyjko,LOGOFF,none,2020-03-20,01:48:24
PM,mszkopianski,CREATE TABLE,none,2020-08-21,05:35:26
PM,kespiel,LOGOFF,none,2020-06-23,21:34:14
PM,mjarcinska,LOGON,none,2020-07-24,06:38:54
PM,ktarnows,LOGOFF,none,2020-06-08,06:17:01
SALES,sbaszel,UPDATE,PRODUCTS,2020-03-19,23:47:11
SALES,kuszka,DELETE,ORDERS,2020-07-21,19:42:09
PM,kuszka,UPDATE,CLIENTS,2020-07-16,05:53:42
PM,amaly,LOGOFF,none,2020-04-03,06:51:58
SALES,app,INSERT,ORDERS,2020-02-12,19:16:36
PM,amaly,LOGON,none,2020-03-10,21:16:55
PM,mwyjko,LOGON,none,2020-02-27,08:30:40
SALES,sbaszel,INSERT,PRODUCTS,2020-05-11,23:29:44
SALES,sbaszel,SELECT,WAREHOUSES,2020-03-06,01:35:58
SALES,amaly,SELECT,DISTRIBUTORS,2020-05-19,22:44:17
PM,mwarzycha,LOGON,none,2020-08-28,18:45:55
PM,gnyski,SELECT,CLIENTS,2020-04-20,18:43:31
SALES,mwarzycha,SELECT,DISTRIBUTORS,2020-05-22,01:35:50
PM,aosinska,DELETE,PROJECTS,2020-01-17,07:08:53
SALES,app,UPDATE,ORDERS,2020-07-03,17:04:45
SALES,gostrow,UPDATE,WAREHOUSES,2020-02-28,06:43:31
PM,ktarnows,LOGON,none,2020-06-23,17:15:37
PM,aosinska,DELETE,PROJECT_TYPE,2020-03-12,00:34:37
PM,amaly,LOGOFF,none,2020-06-03,23:35:44
PM,aosinska,INSERT,PROJECT_TYPE,2020-06-19,03:28:44
PM,app,LOGOFF,none,2020-02-03,20:47:55
PM,ktarnows,ALTER,EXPERIENCES,2020-04-07,17:59:39
PM,jsmidt,LOGOFF,none,2020-05-20,06:25:19
PM,app,LOGON,none,2020-01-23,04:15:02
PM,aosinska,UPDATE,PROJECT_CATEGORY,2020-02-21,02:48:43
PM,kespiel,LOGON,none,2020-04-16,19:53:44
PM,kespiel,CREATE TABLE,none,2020-04-08,20:56:50
PM,gnyski,DELETE,CUSTOMERS,2020-02-10,05:56:59
PM,ktarnows,LOGOFF,none,2020-04-06,20:05:27
PM,aosinska,DELETE,PROJECT_TYPE,2020-07-17,19:09:22
PM,ktarnows,LOGON,none,2020-04-17,03:31:25
SALES,gostrow,UPDATE,WAREHOUSES,2020-01-14,00:56:12
PM,amaly,LOGON,none,2020-05-12,08:07:10
SALES,app,SELECT,DISTRIBUTORS,2020-01-30,02:03:35
SALES,amaly,SELECT,ORDERS,2020-06-30,08:17:03
PM,ktarnows,ALTER,PROJECT_CATEGORY,2020-08-14,21:13:43
PM,aosinska,LOGOFF,none,2020-02-21,03:33:21
PM,sbaszel,LOGOFF,none,2020-04-29,22:52:59
PM,aosinska,LOGON,none,2020-01-01,17:21:14
PM,sbaszel,LOGON,none,2020-06-09,04:43:16
PM,aosinska,UPDATE,PROJECT_CATEGORY,2020-02-27,23:08:13
SALES,app,UPDATE,ORDERS,2020-04-29,18:02:51
PM,mwyjko,SELECT,PROJECT_DETAILS,2020-08-14,22:35:17
PM,aosinska,SELECT,PROJECT_TYPE,2020-08-03,18:14:18
SALES,rbielik,SELECT,WAREHOUSES,2020-07-30,08:59:48
PM,mwyjko,DELETE,PROJECT_STATUS,2020-01-22,00:42:04
PM,mwarzycha,LOGOFF,none,2020-02-06,00:11:36
SALES,sbaszel,UPDATE,WAREHOUSES,2020-04-14,06:56:11
PM,jsmidt,LOGON,none,2020-02-14,21:00:10
SALES,app,UPDATE,ORDERS,2020-06-19,17:45:36
PM,aosinska,DELETE,PROJECT_TYPE,2020-03-19,02:04:21
PM,rbielik,LOGOFF,none,2020-08-25,22:38:47
PM,sbaszel,LOGOFF,none,2020-01-16,06:49:51
PM,sbaszel,LOGON,none,2020-08-17,08:53:17
SALES,sbaszel,UPDATE,PRODUCTS,2020-01-15,18:39:37
PM,apuzon,DELETE,PAYMENTS,2020-01-02,17:00:53
PM,aosinska,INSERT,PROJECT_TYPE,2020-01-13,18:52:04
PM,mwarzycha,LOGON,none,2020-07-28,03:25:55
PM,kespiel,DROP USER,none,2020-07-15,05:09:12
PM,pskala,LOGOFF,none,2020-01-07,00:35:06
SALES,sbaszel,INSERT,PRODUCTS,2020-06-12,07:54:29
PM,jsmidt,SELECT,ASSIGNMENTS,2020-02-11,00:22:56
PM,ktarnows,LOGOFF,none,2020-06-09,18:01:34
SALES,app,UPDATE,ORDERS,2020-05-15,23:20:09
SALES,gostrow,UPDATE,WAREHOUSES,2020-06-18,23:17:10
SALES,sbaszel,UPDATE,PRODUCTS,2020-04-24,07:07:54
PM,zkrepy,LOGOFF,none,2020-04-23,23:26:07
PM,sbaszel,LOGOFF,none,2020-02-14,02:59:23
PM,kespiel,CREATE ROLE,none,2020-01-07,20:53:41
PM,amaly,LOGOFF,none,2020-02-07,05:50:52
PM,aosinska,LOGOFF,none,2020-08-13,18:31:00
SALES,gnyski,SELECT,WAREHOUSES,2020-02-19,04:27:40
PM,mwarzycha,LOGOFF,none,2020-03-09,01:01:44
PM,amaly,LOGON,none,2020-02-06,19:39:52
SALES,app,SELECT,ORDERS,2020-07-15,17:12:39
PM,mszkopianski,CREATE ROLE,none,2020-02-04,03:25:34
PM,kespiel,CREATE TABLE,none,2020-03-04,18:34:53
PM,apuzon,LOGOFF,none,2020-01-17,08:40:49
PM,mszkopianski,ALTER USER,none,2020-04-01,05:24:46
PM,amaly,LOGOFF,none,2020-05-29,08:11:25
PM,apuzon,LOGON,none,2020-05-25,01:32:10
PM,sbaszel,LOGON,none,2020-05-15,04:56:41
PM,gnyski,INSERT,CLIENTS,2020-06-29,22:26:16
PM,mwarzycha,LOGON,none,2020-07-31,03:22:05
SALES,sbaszel,INSERT,WAREHOUSES,2020-04-23,02:48:55
PM,pskala,LOGON,none,2020-01-16,04:42:53
PM,apuzon,INSERT,PAYMENTS,2020-07-01,22:49:04
PM,mwyjko,INSERT,PROJECT_DETAILS,2020-08-11,07:46:31
PM,ktarnows,LOGON,none,2020-03-10,23:31:58
PM,kuszka,LOGOFF,none,2020-05-11,19:01:37
PM,apuzon,UPDATE,PAYMENTS,2020-03-16,00:15:13
SALES,sbaszel,SELECT,WAREHOUSES,2020-06-10,21:43:15
PM,aosinska,LOGON,none,2020-03-11,22:08:06
SALES,sbaszel,SELECT,WAREHOUSES,2020-05-12,05:30:12
PM,ktarnows,LOGOFF,none,2020-04-27,02:10:09
SALES,sbaszel,UPDATE,WAREHOUSES,2020-06-03,08:15:53
SALES,app,DELETE,ORDERS,2020-03-17,01:19:59
SALES,sbaszel,SELECT,PRODUCTS,2020-06-11,04:14:16
SALES,apuzon,SELECT,ORDERS,2020-02-17,00:13:39
PM,zkrepy,LOGON,none,2020-08-19,02:30:30
SALES,sbaszel,DELETE,WAREHOUSES,2020-08-28,22:57:35
PM,tlalka,LOGOFF,none,2020-05-27,01:52:58
PM,mwarzycha,LOGOFF,none,2020-04-24,05:24:51
PM,ktarnows,LOGON,none,2020-03-20,03:40:35
PM,mszkopianski,DROP USER,none,2020-04-01,03:00:30
PM,mwarzycha,LOGON,none,2020-08-25,07:19:15
PM,apuzon,LOGOFF,none,2020-02-28,22:15:16
SALES,app,DELETE,ORDERS,2020-07-20,05:54:07
PM,apuzon,LOGON,none,2020-08-31,21:02:08
PM,aosinska,SELECT,PROJECTS,2020-07-16,01:02:30
PM,mwarzycha,LOGOFF,none,2020-03-24,18:40:56
SALES,app,SELECT,PRODUCTS,2020-08-31,06:52:39
PM,mwarzycha,LOGON,none,2020-01-03,07:29:40
PM,amaly,LOGON,none,2020-01-07,19:59:19
SALES,app,SELECT,ORDERS,2020-07-13,18:26:49
PM,amaly,SELECT,CUSTOMERS,2020-03-12,05:15:04
SALES,sbaszel,INSERT,PRODUCTS,2020-03-18,02:24:55
PM,mjarcinska,SELECT,PROJECTS,2020-06-24,20:38:42
PM,tlalka,LOGON,none,2020-05-29,05:20:15
PM,mwyjko,UPDATE,CLIENTS,2020-04-09,20:07:39
PM,ktarnows,ALTER,CUSTOMERS,2020-02-07,23:44:41
PM,aosinska,UPDATE,PROJECT_CATEGORY,2020-03-05,06:48:13
SALES,app,UPDATE,ORDERS,2020-08-07,21:18:17
SALES,app,SELECT,ORDERS,2020-07-06,03:17:03
SALES,app,UPDATE,ORDERS,2020-02-27,01:54:35
PM,zfenicki,LOGON,none,2020-07-14,19:58:27
PM,sbaszel,LOGOFF,none,2020-08-17,22:08:21
PM,ktarnows,ALTER,CUSTOMERS,2020-04-02,19:37:07
PM,rbielik,LOGON,none,2020-03-13,20:15:37
PM,kespiel,ALTER USER,none,2020-05-13,08:18:58
SALES,app,SELECT,ORDERS,2020-01-02,03:39:21
PM,kespiel,ALTER USER,none,2020-04-24,06:47:49
PM,mszkopianski,ALTER USER,none,2020-05-11,20:33:52
PM,sbaszel,LOGON,none,2020-06-30,00:01:45
PM,aosinska,DELETE,PROJECT_TYPE,2020-04-10,20:02:19
PM,kuszka,LOGON,none,2020-05-04,23:33:40
PM,apuzon,UPDATE,PAYMENTS,2020-02-25,05:03:22
PM,mwarzycha,SELECT,DIVISIONS,2020-03-24,08:36:04
PM,kespiel,ALTER USER,none,2020-01-08,07:54:39
PM,adynka,LOGON,none,2020-01-29,05:26:29
SALES,sbaszel,DELETE,WAREHOUSES,2020-05-21,18:31:57
PM,mszkopianski,SET ROLE,none,2020-07-01,23:05:47
PM,adynka,SELECT,ASSIGNMENTS,2020-02-12,08:59:19
PM,apuzon,LOGOFF,none,2020-04-02,03:02:06
PM,kuszka,UPDATE,CUSTOMERS,2020-08-17,00:40:47
PM,mjarcinska,UPDATE,PROJECT_STATUS,2020-03-23,19:21:34
SALES,app,UPDATE,ORDERS,2020-07-10,02:51:32
PM,aosinska,DELETE,PROJECT_TYPE,2020-05-07,07:42:17
SALES,rbielik,UPDATE,WAREHOUSES,2020-02-04,22:46:20
SALES,sbaszel,UPDATE,WAREHOUSES,2020-02-19,00:52:37
SALES,sbaszel,DELETE,WAREHOUSES,2020-04-16,18:09:27
PM,apuzon,LOGON,none,2020-04-01,21:04:18
PM,ktarnows,LOGOFF,none,2020-01-24,05:59:22
SALES,kuszka,UPDATE,ORDERS,2020-07-24,23:18:38
PM,sbaszel,LOGOFF,none,2020-03-17,22:53:05
PM,mwarzycha,LOGOFF,none,2020-04-10,02:30:38
PM,rbielik,LOGOFF,none,2020-06-19,06:02:12
SALES,app,SELECT,ORDERS,2020-03-23,02:10:27
PM,anowotworski,LOGON,none,2020-06-08,21:41:15
PM,ktarnows,LOGON,none,2020-04-21,08:25:54
PM,kuszka,DELETE,CUSTOMERS,2020-02-28,22:45:55
PM,mszkopianski,DROP USER,none,2020-08-06,03:22:16
PM,mwarzycha,LOGON,none,2020-06-17,05:36:17
PM,kespiel,DROP USER,none,2020-08-19,18:50:48
PM,aosinska,UPDATE,PROJECTS,2020-07-24,06:18:30
PM,kuszka,INSERT,CLIENTS,2020-05-28,08:08:33
PM,ktarnows,LOGOFF,none,2020-02-19,18:24:28
PM,mszkopianski,CREATE ROLE,none,2020-01-14,19:56:49
PM,mszkopianski,ALTER USER,none,2020-02-10,17:28:55
PM,apuzon,DELETE,PAYMENTS,2020-04-22,07:09:33
PM,gnyski,DELETE,CUSTOMERS,2020-06-02,04:20:00
PM,gostrow,LOGOFF,none,2020-07-23,23:47:00
SALES,amaly,SELECT,ORDERS,2020-02-07,06:20:26
PM,ktarnows,LOGON,none,2020-04-02,23:38:48
PM,gnyski,INSERT,CUSTOMERS,2020-02-19,04:08:27
PM,ktarnows,LOGOFF,none,2020-02-17,03:23:04
PM,adynka,SELECT,TASKS,2020-02-12,18:19:07
PM,amaly,SELECT,CUSTOMERS,2020-03-17,20:38:57
PM,rbielik,LOGON,none,2020-02-03,00:12:34
SALES,amaly,SELECT,ORDERS,2020-02-11,01:05:25
PM,mszkopianski,DROP USER,none,2020-05-21,23:31:16
SALES,rbielik,UPDATE,WAREHOUSES,2020-04-24,17:52:07
PM,jsmidt,SELECT,TASKS,2020-05-15,06:15:05
PM,gostrow,LOGON,none,2020-04-10,20:06:58
PM,mjarcinska,LOGOFF,none,2020-05-04,00:10:35
SALES,mwarzycha,DELETE,DISTRIBUTORS,2020-01-09,22:11:46
PM,amaly,LOGOFF,none,2020-07-08,05:38:05
PM,app,LOGOFF,none,2020-08-28,04:25:28
PM,kuszka,DELETE,CUSTOMERS,2020-07-23,23:14:06
PM,apuzon,UPDATE,PAYMENTS,2020-07-16,21:08:40
SALES,gostrow,SELECT,WAREHOUSES,2020-01-14,08:04:03
PM,amaly,LOGON,none,2020-04-09,05:06:31
PM,kespiel,LOGOFF,none,2020-07-13,07:07:30
